observed_date,licensee,service,assignment_count
2026-08-25,MAINPOWER NEW ZEALAND LTD,Land Mobile,79
2026-08-25,ULTIMATE MOBILE LIMITED,Fixed Link,78
2026-08-25,WIZWIRELESS LIMITED,Fixed Link,76
2026-08-25,MANAWATU-WANGANUI REGIONAL COUNCIL,Land Mobile,74
2026-08-25,Fire and Emergency New Zealand,Fixed Link,73
2026-08-25,PORT OF TAURANGA LIMITED,Land Mobile,70
2026-08-25,ORION NEW ZEALAND LTD,Land Mobile,67
2026-08-25,OMV NEW ZEALAND LIMITED,Land Mobile,66
2026-08-25,MARLBOROUGH LINES LIMITED,Fixed Link,63
2026-08-25,VECTOR LIMITED,Land Mobile,63
2026-08-25,AURORA ENERGY LIMITED,Fixed Link,62
2026-08-25,NORTHPOWER LIMITED,Land Mobile,62
2026-08-25,COUNTIES ENERGY LIMITED,Land Mobile,61
2026-08-25,MINISTRY OF JUSTICE - COURT SECURITY,Paging,60
2026-08-25,AURORA ENERGY LIMITED,Land Mobile,59
2026-08-25,GENESIS ENERGY LIMITED,Fixed Link,59
2026-08-25,SKY NETWORK TELEVISION LIMITED,Satellite & Space,59
2026-08-25,MERIDIAN ENERGY LIMITED,Land Mobile,58
2026-08-25,WELLINGTON WATER LIMITED,Fixed Link,58
2026-08-25,HAMILTON CITY COUNCIL,Land Mobile,51
2026-08-25,MOUNT CAMPBELL CONNECT LIMITED,Fixed Link,51
2026-08-25,NZ DEFENCE FORCE HEADQUARTERS,Radiodetermination,50
2026-08-25,THE LINES CO LTD,Land Mobile,50
2026-08-25,WELLINGTON WATER LIMITED,Land Mobile,49
2026-08-25,NZME RADIO LIMITED,Land Mobile,48
2026-08-25,TOP ENERGY,Fixed Link,48
2026-08-25,Unifone New Zealand Limited,Spectrum Licence,46
2026-08-25,ASHLEY COMMUNICATIONS LIMITED,Fixed Link,45
2026-08-25,ALPINE ENERGY LTD,Land Mobile,44
2026-08-25,NETWORK WAITAKI LTD,Land Mobile,44
2026-08-25,ALPINE ENERGY LTD,Fixed Link,42
2026-08-25,NETWORK WAITAKI LTD,Fixed Link,42
2026-08-25,NORTHPOWER LIMITED,Fixed Link,42
2026-08-25,AIR NEW ZEALAND LIMITED,Aeronautical,40
2026-08-25,KORDIA LIMITED,Broadcasting,40
2026-08-25,ENHANCED SOLUTIONS LIMITED,Spectrum Licence,38
2026-08-25,THE LINES CO LTD,Fixed Link,38
2026-08-25,VECTOR LIMITED,Fixed Link,37
2026-08-25,SURF LIFE SAVING NEW ZEALAND INCORPORATED,Fixed Link,36
2026-08-25,TELEVISION NEW ZEALAND LIMITED,Satellite & Space,36
2026-08-25,GENESIS ENERGY LIMITED,Land Mobile,34
2026-08-25,MAINPOWER NEW ZEALAND LTD,Fixed Link,34
2026-08-25,ENTAIN NEW ZEALAND LIMITED,Outside Broadcast,33
2026-08-25,MINISTRY OF JUSTICE - COURT SECURITY,Land Mobile,32
2026-08-25,POWERNET LIMITED,Land Mobile,32
2026-08-25,COUNTIES ENERGY LIMITED,Fixed Link,31
2026-08-25,MARITIME NEW ZEALAND,Fixed Link,30
2026-08-25,SKY NETWORK TELEVISION LIMITED,Broadcasting,30
2026-08-25,TELEVISION NEW ZEALAND LIMITED,Broadcasting,30
2026-08-25,MERIDIAN ENERGY LIMITED,Fixed Link,29
2026-08-25,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Fixed Link,29
2026-08-25,TELEVISION NEW ZEALAND LIMITED,Outside Broadcast,27
2026-08-25,COLVINS LIMITED,Fixed Link,26
2026-08-25,ENTAIN NEW ZEALAND LIMITED,Broadcasting,26
2026-08-25,HAMILTON CITY COUNCIL,Fixed Link,26
2026-08-25,INSPIRE NET LIMITED,Spectrum Licence,26
2026-08-25,GENESIS ENERGY LIMITED,Telemetry & Telecommand,23
2026-08-25,MARLBOROUGH DISTRICT COUNCIL,Land Mobile,23
2026-08-25,WIZWIRELESS LIMITED,Spectrum Licence,22
2026-08-25,ENTAIN NEW ZEALAND LIMITED,Fixed Link,21
2026-08-25,KORDIA LIMITED,Land Mobile,20
2026-08-25,OMV NEW ZEALAND LIMITED,Fixed Link,18
2026-08-25,MANAWATU-WANGANUI REGIONAL COUNCIL,Fixed Link,16
2026-08-25,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,Outside Broadcast,16
2026-08-25,TAUMATA PLANTATIONS LIMITED,Fixed Link,16
2026-08-25,WATERCARE SERVICES LTD,Telemetry & Telecommand,15
2026-08-25,ALCOM COMMUNICATION SERVICES LIMITED,Fixed Link,14
2026-08-25,CHRISTCHURCH CITY COUNCIL,Fixed Link,14
2026-08-25,COMMUNICATE LIMITED,Fixed Link,14
2026-08-25,GISBORNE.NET.N.Z. LIMITED,Spectrum Licence,14
2026-08-25,KORDIA LIMITED,Outside Broadcast,14
2026-08-25,AMURI NET LIMITED,Land Mobile,12
2026-08-25,CHRISTCHURCH CITY COUNCIL,Spectrum Licence,12
2026-08-25,PRIMOWIRELESS LIMITED,Spectrum Licence,12
2026-08-25,HAMILTON CITY COUNCIL,Telemetry & Telecommand,10
2026-08-25,MARLBOROUGH DISTRICT COUNCIL,Maritime,10
2026-08-25,KORDIA LIMITED,Maritime,9
2026-08-25,OCEANA GOLD (NEW ZEALAND) LIMITED,Fixed Link,9
2026-08-25,SPARK NEW ZEALAND TRADING LIMITED,Land Mobile,9
2026-08-25,"KT1 Co Limited, KT2 Co Limited, NZSF Timber Investments (No 4) Limited",Fixed Link,8
2026-08-25,OMV NEW ZEALAND LIMITED,Radiodetermination,8
2026-08-25,RHEMA MEDIA INCORPORATED,Fixed Link,8
2026-08-25,SPARK NEW ZEALAND TRADING LIMITED,Satellite & Space,8
2026-08-25,TAIT INTERNATIONAL LIMITED,Fixed Link,8
2026-08-25,TELEVISION NEW ZEALAND LIMITED,Fixed Link,8
2026-08-25,NELSPECS LIMITED,Fixed Link,7
2026-08-25,OMV NEW ZEALAND LIMITED,Aeronautical,7
2026-08-25,PORT OF TAURANGA LIMITED,Fixed Link,7
2026-08-25,PORT OF TAURANGA LIMITED,Maritime,7
2026-08-25,RADIO NEW ZEALAND LIMITED,Fixed Link,7
2026-08-25,VITAL LIMITED,Maritime,7
2026-08-25,CANTERBURY COMMUNICATIONS LIMITED,Fixed Link,6
2026-08-25,FONTERRA CO-OPERATIVE GROUP LIMITED,Fixed Link,6
2026-08-25,KORDIA LIMITED,Satellite & Space,6
2026-08-25,MEDIAWORKS RADIO LIMITED,Satellite & Space,6
2026-08-25,TELETRONICS LIMITED,Fixed Link,6
2026-08-25,MARITIME NEW ZEALAND,Aeronautical,5
2026-08-25,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Satellite & Space,4
2026-08-25,CSE NEW ZEALAND LIMITED,Fixed Link,4
2026-08-25,FONTERRA CO-OPERATIVE GROUP LIMITED,Telemetry & Telecommand,4
2026-08-25,NZ DEFENCE FORCE HEADQUARTERS,Paging,4
2026-08-25,NZ DEFENCE FORCE HEADQUARTERS,Telemetry & Telecommand,4
2026-08-25,PORT OF TAURANGA LIMITED,Telemetry & Telecommand,4
2026-08-25,POWERCO LIMITED,Telemetry & Telecommand,4
2026-08-25,ROYAL NEW ZEALAND COASTGUARD INCORPORATED,Land Mobile,4
2026-08-25,SPACE OPERATIONS NEW ZEALAND LIMITED,Fixed Link,4
2026-08-25,TŪ ĀTEA NETWORK SERVICES LIMITED,Land Mobile,4
2026-08-25,CSE NEW ZEALAND LIMITED,Telemetry & Telecommand,3
2026-08-25,MARLBOROUGH DISTRICT COUNCIL,Meteorological,3
2026-08-25,MEDIAWORKS RADIO LIMITED,Land Mobile,3
2026-08-25,RADIO NEW ZEALAND LIMITED,Land Mobile,3
2026-08-25,VITAL LIMITED,Aeronautical,3
2026-08-25,AIR NEW ZEALAND LIMITED,Fixed Link,2
2026-08-25,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Land Mobile,2
2026-08-25,Downer New Zealand Limited,Paging,2
2026-08-25,ENHANCED SOLUTIONS LIMITED,Land Mobile,2
2026-08-25,KIWIRAIL LTD,Telemetry & Telecommand,2
2026-08-25,MANAWATU-WANGANUI REGIONAL COUNCIL,Telemetry & Telecommand,2
2026-08-25,MERIDIAN ENERGY LIMITED,Telemetry & Telecommand,2
2026-08-25,MOUNT CAMPBELL CONNECT LIMITED,Maritime,2
2026-08-25,NELSPECS LIMITED,Maritime,2
2026-08-25,National Emergency Management Agency,Fixed Link,2
2026-08-25,RHEMA MEDIA INCORPORATED,Satellite & Space,2
2026-08-25,RURAL CONNECTIVITY GROUP LIMITED,Satellite & Space,2
2026-08-25,SIGNALS NZ 2025 LIMITED,Fixed Link,2
2026-08-25,TELEVISION NEW ZEALAND LIMITED,Land Mobile,2
2026-08-25,TWO DEGREES NETWORKS LIMITED,Satellite & Space,2
2026-08-25,WELLINGTON WATER LIMITED,Telemetry & Telecommand,2
2026-08-25,WIZWIRELESS LIMITED,Land Mobile,2
2026-08-25,AIR NEW ZEALAND LIMITED,Paging,1
2026-08-25,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,Paging,1
2026-08-25,ASHLEY COMMUNICATIONS LIMITED,Aeronautical,1
2026-08-25,CSE NEW ZEALAND LIMITED,Aeronautical,1
2026-08-25,CSE NEW ZEALAND LIMITED,Paging,1
2026-08-25,DEPARTMENT OF CONSERVATION,Telemetry & Telecommand,1
2026-08-25,Downer New Zealand Limited,Maritime,1
2026-08-25,Downer New Zealand Limited,Meteorological,1
2026-08-25,ENTAIN NEW ZEALAND LIMITED,Telemetry & Telecommand,1
2026-08-25,FONTERRA CO-OPERATIVE GROUP LIMITED,Paging,1
2026-08-25,Fire and Emergency New Zealand,Telemetry & Telecommand,1
2026-08-25,GENESIS ENERGY LIMITED,Paging,1
2026-08-25,KORDIA LIMITED,Telemetry & Telecommand,1
2026-08-25,MARLBOROUGH DISTRICT COUNCIL,Paging,1
2026-08-25,OCEANA GOLD (NEW ZEALAND) LIMITED,Paging,1
2026-08-25,PORT OF TAURANGA LIMITED,Radiodetermination,1
2026-08-25,SIGNALS NZ 2025 LIMITED,Maritime,1
